query_id,video_id,video_title,query,query_type,difficulty,grounding,source,notes,split
889wd07LcFs_1,889wd07LcFs,"How I Code with Python, Cursor, and Claude Code","local db storage for agent, chromadb necessary?",exact,hard,"Chroma DB mention — ""use Chroma DB. I want everything to run locally""",synthetic,,validation
889wd07LcFs_2,889wd07LcFs,"How I Code with Python, Cursor, and Claude Code",letting agent decide retrieval or use rules: what’s better?,conceptual,medium,"No rule-based logic — ""don't want any kind of rulebased logic for the rag system""",synthetic,,validation
889wd07LcFs_3,889wd07LcFs,"How I Code with Python, Cursor, and Claude Code",is llm just a folder for prompts or does it mean large language model is running local?,conceptual,hard,"LLM folder — ""I'll call llm slash. So now we have our development environment set up""",synthetic,,validation
889wd07LcFs_4,889wd07LcFs,"How I Code with Python, Cursor, and Claude Code",How do you start coding with Claude Code CLI in Cursor?,procedural,grounded,"Starting Claude Code — ""So this is the final step which is to spin up claude code to start actually generating code.""",synthetic,,validation
889wd07LcFs_5,889wd07LcFs,"How I Code with Python, Cursor, and Claude Code","uv add openai not creating venv file, what’s wrong?",procedural,medium,"Adding dependencies — ""Anytime we add something like if we wanted to add OpenAI's API, we could just do UV add OpenAI""",synthetic,,validation
NlMrvCYlOOQ_0,NlMrvCYlOOQ,The Mapper Algorithm | Overview & Python Example Code,reducing dimenstion with pca or umap in mapper,exact,medium,"Dimensionality reduction — ""projecting down to one dimension""",synthetic,,validation
NlMrvCYlOOQ_1,NlMrvCYlOOQ,The Mapper Algorithm | Overview & Python Example Code,in python code where do u define the cover for mappr?,exact,hard,"Cover definition — ""define something called a cover""",synthetic,,validation
NlMrvCYlOOQ_2,NlMrvCYlOOQ,The Mapper Algorithm | Overview & Python Example Code,why use the mapper algorithm for high dimensional datasets?,conceptual,grounded,"Purpose of Mapper — ""compress and visualize very high dimensional data""",synthetic,,validation
NlMrvCYlOOQ_3,NlMrvCYlOOQ,The Mapper Algorithm | Overview & Python Example Code,is a node same as a datapoint or a cluster lol,conceptual,hard,"Terminology confusion — ""graph, network, nodes, links""",synthetic,,validation
NlMrvCYlOOQ_4,NlMrvCYlOOQ,The Mapper Algorithm | Overview & Python Example Code,how do I export the mapper result as html?,procedural,grounded,"Visualization export — ""generates a web page which allows you to interact with the graph""",synthetic,,validation
NlMrvCYlOOQ_5,NlMrvCYlOOQ,The Mapper Algorithm | Overview & Python Example Code,add manifold iso map before umap mapper how?,procedural,medium,"Custom pipeline — ""custom data pipeline to do our dimensionality reduction""",synthetic,,validation
03x2oYg9oME_0,03x2oYg9oME,How to Manage Data Science Projects,why use a proof of concept in DS projects,conceptual,grounded,POC justification — poc's are very valuable when it comes to building machine learning projects,synthetic,,validation
03x2oYg9oME_1,03x2oYg9oME,How to Manage Data Science Projects,feedback loops importance in project steps,conceptual,medium,Feedback loops — another feedback loop is from Phase 2 to phase zero,synthetic,,validation
03x2oYg9oME_2,03x2oYg9oME,How to Manage Data Science Projects,"If fullstack ds, can one person do all roles? Should you?",conceptual,hard,Project requirements clarification — roles do not equal people multiple people can do multiple roles,synthetic,,validation
03x2oYg9oME_3,03x2oYg9oME,How to Manage Data Science Projects,deploying semantic search with API and Docker,procedural,grounded,Phase three deployment — building an API for this search function containerizing it,synthetic,,validation
03x2oYg9oME_4,03x2oYg9oME,How to Manage Data Science Projects,elt pipline for youtube videos?,procedural,medium,Phase one data pipeline — building a data pipeline more specifically an extract load and transform pipeline,synthetic,,validation
03x2oYg9oME_5,03x2oYg9oME,How to Manage Data Science Projects,"project eval not matching outcomes, what to adjust (due dates?)",procedural,hard,Retrospective and documentation — creating the documentation and doing a project retrospective,synthetic,,validation
FLkUOkeMd5M_0,FLkUOkeMd5M,Compressing Large Language Models (LLMs) | w/ Python Code,Can these smaller models run on a laptop or limited RAM machines?,exact,medium,Hardware constraints — “fit this massive thing into the memory of your machine”,synthetic,,validation
FLkUOkeMd5M_1,FLkUOkeMd5M,Compressing Large Language Models (LLMs) | w/ Python Code,distil bert same as a LLM or not?,exact,hard,DistilBERT architecture — “copy the architecture of distill bir to initialize”,synthetic,,validation
FLkUOkeMd5M_2,FLkUOkeMd5M,Compressing Large Language Models (LLMs) | w/ Python Code,Why can compressing an LLM sometimes improve its performance?,conceptual,grounded,Teacher vs. student — “distilled to a student model which might have just 50 billion parameters”,synthetic,,validation
FLkUOkeMd5M_3,FLkUOkeMd5M,Compressing Large Language Models (LLMs) | w/ Python Code,tradeoff between size reduction and accuracy in compression?,conceptual,medium,Tradeoff mention — “reduced the memory footprint by about 7x”,synthetic,,validation
FLkUOkeMd5M_4,FLkUOkeMd5M,Compressing Large Language Models (LLMs) | w/ Python Code,How do you combine knowledge distillation with quantization using hugging face and pytorch?,procedural,grounded,Implementation steps — “let’s see what this looks like in code”,synthetic,,validation
FLkUOkeMd5M_5,FLkUOkeMd5M,Compressing Large Language Models (LLMs) | w/ Python Code,"loss and evaluate for more than 2 class task, code confuses me",procedural,hard,Multi-class mention — “positive class is 0.85 and the logit for the negative class is minus 0.85”,synthetic,,validation
15Kd9OPn7tw_0,15Kd9OPn7tw,4 Ways to Measure Fat Tails with Python (+ Example Code),What is the power law tail index and how does it measure fat tails?,exact,grounded,"Power law tail index — ""the smaller a power laws tail index I.E Alpha the fatter its tail""",synthetic,,test
15Kd9OPn7tw_1,15Kd9OPn7tw,4 Ways to Measure Fat Tails with Python (+ Example Code),curtosis vs skew for fat tail distinction,exact,medium,"Curtosis — ""curtosis is a measure of non-gaussianity""",synthetic,,test
15Kd9OPn7tw_2,15Kd9OPn7tw,4 Ways to Measure Fat Tails with Python (+ Example Code),"lognormal parametres, how does sigma related to the tail?",exact,hard,"Log normal sigma — ""where the bigger the sigma the fatter the tail""",synthetic,,test
15Kd9OPn7tw_3,15Kd9OPn7tw,4 Ways to Measure Fat Tails with Python (+ Example Code),"How do fat tails differ between gaussian, log-normal and Pareto distributions?",conceptual,grounded,"Fat tails spectrum — ""fat tailedness is something that lives on a spectrum""",synthetic,,test
15Kd9OPn7tw_4,15Kd9OPn7tw,4 Ways to Measure Fat Tails with Python (+ Example Code),Are high kurtosis values always proof of fat tails?,conceptual,medium,"Curtosis — ""gaussian equal thin tailed so something that is ungan or not gaussian should be fat tailed""",synthetic,,test
15Kd9OPn7tw_5,15Kd9OPn7tw,4 Ways to Measure Fat Tails with Python (+ Example Code),is Kappa better than alpa or kurtos for quantifing outliers,conceptual,hard,"Kappa metric — ""Kappa is defined according to this expression here where it's a value that sits between 0 and one""",synthetic,,test
15Kd9OPn7tw_6,15Kd9OPn7tw,4 Ways to Measure Fat Tails with Python (+ Example Code),How do I calculate kurtosis for a dataset in Python?,procedural,grounded,"Importing libraries — ""import curtosis from the scipi library""",synthetic,,test
15Kd9OPn7tw_7,15Kd9OPn7tw,4 Ways to Measure Fat Tails with Python (+ Example Code),plotting log-histrogram for fat tailed data,procedural,medium,"Loading & histograms — ""plotting its histogram so this plot histograms function is a bit long and nothing really special it just uses mat plot lips hist function""",synthetic,,test
15Kd9OPn7tw_8,15Kd9OPn7tw,4 Ways to Measure Fat Tails with Python (+ Example Code),"mad sample error, Kappa calculation doesnt match example output",procedural,hard,"Kappa calculation — ""we need to implement the mean absolute deviation again this is the expression we saw before and then this is what it looks like in code code next we need to generate end samples""",synthetic,,test
1pQ_JNItjdo_0,1pQ_JNItjdo,5 AI Agents You Can Build This Weekend (beginner to advanced),llm tutor make from youtube video transcripts?,exact,hard,personalized education — build an agent grounded in highquality content,synthetic,,test
1pQ_JNItjdo_1,1pQ_JNItjdo,5 AI Agents You Can Build This Weekend (beginner to advanced),why use vector database for education agent,conceptual,grounded,Agent impact — AI is set to make a massive impact is personalized education,synthetic,,test
1pQ_JNItjdo_2,1pQ_JNItjdo,5 AI Agents You Can Build This Weekend (beginner to advanced),"evals for ai content generator, why needed?",conceptual,medium,Content agent evals — define a set of evals to test,synthetic,,test
1pQ_JNItjdo_3,1pQ_JNItjdo,5 AI Agents You Can Build This Weekend (beginner to advanced),"RAG vs these agents, when better to combine?",conceptual,hard,business context — give builders realworld applications of AI,synthetic,,test
1pQ_JNItjdo_4,1pQ_JNItjdo,5 AI Agents You Can Build This Weekend (beginner to advanced),how to link chatgpt with notion for search,procedural,grounded,Notion agent setup — Simply go to your chat GPT or claude account and enable the notion connector.,synthetic,,test
1pQ_JNItjdo_5,1pQ_JNItjdo,5 AI Agents You Can Build This Weekend (beginner to advanced),"my agent never passes all evals, what fix?",procedural,medium,content agent process — run the content agent in a while loop,synthetic,,test
BUTjcAjfMgY_0,BUTjcAjfMgY,ML Foundations for AI Engineers (in 34 Minutes),definition of world model in ml,exact,grounded,World models — “a model is something that allows you to make predictions”,synthetic,,test
BUTjcAjfMgY_1,BUTjcAjfMgY,ML Foundations for AI Engineers (in 34 Minutes),what makes feature engineering less important with neural nets,exact,medium,Feature engineering — “feature engineering began to wne around 2020 with the rise of deep learning”,synthetic,,test
BUTjcAjfMgY_2,BUTjcAjfMgY,ML Foundations for AI Engineers (in 34 Minutes),loss fn vs reward what’s diff,exact,hard,Loss function — “We call this quantity our loss function”,synthetic,,test
BUTjcAjfMgY_3,BUTjcAjfMgY,ML Foundations for AI Engineers (in 34 Minutes),why does rl optimize for reward instead of accuracy,conceptual,grounded,"Reinforcement learning — “reinforcement learning, the model isn't producing a prediction. Rather, it's generating this probability distribution of different actions”",synthetic,,test
BUTjcAjfMgY_4,BUTjcAjfMgY,ML Foundations for AI Engineers (in 34 Minutes),shallow vs deep layers what’s the diff,conceptual,medium,Deep learning layers — “early layers of the neural network would represent pretty basic features like edges...the later layers would represent higher level concepts”,synthetic,,test
BUTjcAjfMgY_5,BUTjcAjfMgY,ML Foundations for AI Engineers (in 34 Minutes),is deep learning also ai? or just upgraded ML?,conceptual,hard,Machine learning overview — “machine learning...is actually an umbrella term for everything that I'm going to talk about in this video”,synthetic,,test
-5c1KO-JF_s_0,-5c1KO-JF_s,Smoothing Crypto Time Series with Wavelets | Real-world Data Project,What is wavelet smoothing in time series analysis?,exact,grounded,"Wavelet smoothing method — ""we just drop these higher order [...] of the wavelet transform""",synthetic,,test
-5c1KO-JF_s_1,-5c1KO-JF_s,Smoothing Crypto Time Series with Wavelets | Real-world Data Project,Fourier and wavelet difference for signal clean up,exact,hard,"Fourier transform intro — ""decompose it into a set of Sines and cosines""",synthetic,,test
-5c1KO-JF_s_2,-5c1KO-JF_s,Smoothing Crypto Time Series with Wavelets | Real-world Data Project,overfit with big window moving average or polynomial?,conceptual,medium,"Polynomials failure — ""polynomial fit is a lot smoother than the original signal it doesn't capture any useful information""",synthetic,,test
-5c1KO-JF_s_3,-5c1KO-JF_s,Smoothing Crypto Time Series with Wavelets | Real-world Data Project,Is polynome fitting just overkill? Should I use convolution filters instead?,conceptual,hard,"Limit of polynomial fit — ""polynomials want to shoot up to infinity""",synthetic,,test
-5c1KO-JF_s_4,-5c1KO-JF_s,Smoothing Crypto Time Series with Wavelets | Real-world Data Project,Function for applying wavelet smoothing to price data,procedural,grounded,"Code & function reuse — ""copy and paste code from a project you did in the past""",synthetic,,test
-5c1KO-JF_s_5,-5c1KO-JF_s,Smoothing Crypto Time Series with Wavelets | Real-world Data Project,how do I run that github notebook for my own crypto data?,procedural,medium,"GitHub and notebook sharing — ""find this Jupyter notebook [...] in the GitHub repo""",synthetic,,test
-sL7QzDFW-4_0,-sL7QzDFW-4,How to Evaluate (and Improve) Your LLM Apps,what is a vibe check in llm evaluation?,exact,grounded,"Vibe check definition — ""Vibe check approach that most people use""",synthetic,,test
-sL7QzDFW-4_1,-sL7QzDFW-4,How to Evaluate (and Improve) Your LLM Apps,llm judge bias problem summary,exact,hard,"LLM judge bias — ""llms might prefer responses from themselves""",synthetic,,test
-sL7QzDFW-4_2,-sL7QzDFW-4,How to Evaluate (and Improve) Your LLM Apps,why iterating prompts by just vibe checking isn’t optimal,conceptual,grounded,"Vibe check drawbacks — ""leaves performance on the table""",synthetic,,test
-sL7QzDFW-4_3,-sL7QzDFW-4,How to Evaluate (and Improve) Your LLM Apps,llm as judge vs human grading benefits and risks,conceptual,medium,"LLM-based evals scalability — ""process very scalable""",synthetic,,test
-sL7QzDFW-4_4,-sL7QzDFW-4,How to Evaluate (and Improve) Your LLM Apps,using yt transcript api to get many vids?,procedural,medium,"Extracting transcripts — ""used the YouTube transcript API python library""",synthetic,,test
-sL7QzDFW-4_5,-sL7QzDFW-4,How to Evaluate (and Improve) Your LLM Apps,"AI blogs suddenly worse after changing prompt, what is causing perf drop?",procedural,hard,"Prompt tweaking pitfalls — ""manual tweaks...led to a significant decrease in performance""",synthetic,,test
ASU5HG5EqTM_0,ASU5HG5EqTM,Causal Effects via DAGs | How to Handle Unobserved Confounders,What is identifiability in causal inference?,exact,grounded,"Identifiability definition — ""can the causal effect be evaluated from the given data""",synthetic,,test
ASU5HG5EqTM_1,ASU5HG5EqTM,Causal Effects via DAGs | How to Handle Unobserved Confounders,back door path meaning causal graph,exact,medium,"Backdoor path definition — ""a backdoor path between two nodes say X and Y is any path that starts with an arrow pointing into X and terminates at y""",synthetic,,test
ASU5HG5EqTM_2,ASU5HG5EqTM,Causal Effects via DAGs | How to Handle Unobserved Confounders,is every DAG markovian? cycles or unmeasured confounders?,exact,hard,"Markovian model definition — ""these are models that satisfy two conditions one they have no cycles and two there are no unmeasured noise terms that simultaneously cause two or more variables""",synthetic,,test
ASU5HG5EqTM_3,ASU5HG5EqTM,Causal Effects via DAGs | How to Handle Unobserved Confounders,When do you use front door vs back door criterion for identifiability?,conceptual,grounded,"Backdoor vs. front door — ""two graphical criteria the backdoor Criterion and the front door Criterion""",synthetic,,test
ASU5HG5EqTM_4,ASU5HG5EqTM,Causal Effects via DAGs | How to Handle Unobserved Confounders,Why does conditioning on a collider change dependence between variables?,conceptual,medium,"Blocking and collider — ""second point is that P contains a collider or in other words an inverted Fork such that b in any of its descendants are not in z i""",synthetic,,test
ASU5HG5EqTM_5,ASU5HG5EqTM,Causal Effects via DAGs | How to Handle Unobserved Confounders,causal dag from data or do I draw it from my assumptions?,conceptual,hard,"Causal discovery vs. constructing DAGs — ""can we determine a DAG on our own hypothesis? Or using other qualitative observational data? Can the DAG be purely human made?""",synthetic,,test
ASU5HG5EqTM_6,ASU5HG5EqTM,Causal Effects via DAGs | How to Handle Unobserved Confounders,How to check if a set satisfies the front door criterion,procedural,grounded,"Front door steps — ""so all three of these conditions are satisfied by our candidate set Z1 and Z2 which means we can write down the Interventional distribution directly using this equation""",synthetic,,test
ASU5HG5EqTM_7,ASU5HG5EqTM,Causal Effects via DAGs | How to Handle Unobserved Confounders,block backdoor paths: what do I do if I have a collider node?,procedural,medium,"Blocking example — ""Z1 blocks this path here because again we have a fork but notice that Z3 does not block this path because Z3 is an inverted fork or in other words a collider""",synthetic,,test
ASU5HG5EqTM_8,ASU5HG5EqTM,Causal Effects via DAGs | How to Handle Unobserved Confounders,model stops being markovian — how fix unobserved variable issue?,procedural,hard,"Unmeasured confounder practical consequence — ""the model is no longer markovian...brings up two graphical criteria""",synthetic,,test
